Date,Text,Label
2023-06-23,text mood swings 💯 netflix binge 💯 just travel,non-flu
2023-03-14,maybe text sleep deprived maybe travel seriously brunch,non-flu
2023-07-29,maybe whatever text text idk mood swings brunch,non-flu
2023-11-04,headache headache so sneeezing runny nose headache bruh idk,flu
2023-04-08,maybe nothing not sure if it's flu idk seriously allergies maybe? just exhausted,flu
2023-04-12,so travel party so,non-flu
2023-03-26,just exhausted just seriously body ache random lol congestn sore throat omg random overthinking,flu
2023-09-27,nothing workout coffee time lol so birthday random,non-flu
2023-02-09,whatever coffee time bruh birthday maybe,non-flu
2023-01-28,maybe omg so coffee time seriously grind mode is this flu? nothing so,non-flu
2023-06-29,sickkk overthinking idk sickkk fatigue seriously bruh bruh,flu
2023-11-21,idk random meeting workout vacation bruh meeting stressed but not sick maybe,non-flu
2023-04-04,bruh nothing runny nose sore throat runny nose headache just cough,flu
2023-03-31,netflix binge study grind maybe text,non-flu
2023-12-01,workout maybe idk birthday,non-flu
2023-06-03,maybe is this flu? maybe maybe idk anymore text seriously 🔥,non-flu
2023-08-03,party whatever random idk anymore maybe 💯,non-flu
2023-03-09,random birthday mood swings travel party nothing lol tired idk so,non-flu
2023-03-15,bruh runny nose ugh feeling bad overthinking seriously,flu
2023-06-02,just whatever idk maybe mood swings netflix binge nothing seriously,non-flu
2023-07-01,cough lol meh idk fever nothing lol,flu
2023-04-04,ugh feeling bad seriously chills allergies maybe? maybe seriously cough,flu
2023-11-27,text lol whatever headache headache lol just cough random,flu
2023-07-07,congestn just exhausted seriously maybe idk sneeezing fatigue seriously,flu
2023-11-19,maybe seriously so 🔥 omg 🔥 💯 stressed but not sick random text,non-flu
2023-10-18,just exhausted nausea idk sickkk omg seriously nausea sickkk whatever,flu
2023-12-25,fever text congestn ugh feeling bad nothing lol text runny nose bruh omg,flu
2023-10-02,text birthday just chilling maybe lol tired seriously omg nothing lol tired nothing,non-flu
2023-08-20,seriously just nothing sleep deprived bruh party seriously idk,non-flu
2023-02-10,random random lol tired study grind nothing,non-flu
2023-07-13,party just chilling 💯 grind mode just chilling so nothing,non-flu
2023-12-27,sneeezing meh so idk meh bruh sneeezing lol,flu
2023-09-22,whatever sleep deprived 💯 seriously 💯 brunch,non-flu
2023-03-09,coffee time grind mode idk random just grind mode random,non-flu
2023-11-19,lol grind mode omg is this flu? maybe sleep deprived text just chilling,non-flu
2023-12-25,so birthday so idk anymore birthday just whatever,non-flu
2023-08-10,mood swings whatever just mood swings,non-flu
2023-12-26,text lol stressed but not sick lol just maybe bruh study grind party,non-flu
2023-04-16,nothing runny nose tired af so sickkk,flu
2023-09-22,nausea sore throat bruh ugh feeling bad maybe nothing random random text,flu
2023-12-11,meeting idk anymore omg vacation nothing omg seriously nothing lol tired travel,non-flu
2023-08-16,just cough bruh seriously idk text sickkk just exhausted seriously,flu
2023-03-03,meeting 🔥 random maybe just chilling,non-flu
2023-05-02,whatever 😷 fatigue just exhausted omg text seriously random,flu
2023-04-05,just chilling maybe bruh birthday mood swings whatever seriously sleep deprived netflix binge,non-flu
2023-06-10,just workout idk anymore idk anymore nothing random 💯 travel omg,non-flu
2023-06-22,seriously so meeting nothing so is this flu? just chilling stressed but not sick mood swings nothing idk,non-flu
2023-12-23,is this flu? nothing idk sleep deprived,non-flu
2023-09-05,stressed but not sick just mood swings party idk idk 🔥 random maybe so,non-flu
2023-06-17,random idk body ache whatever cough allergies maybe? nothing,flu
2023-07-04,birthday just is this flu? just lol so text 🔥 so,non-flu
2023-03-11,omg sickkk overthinking maybe random lol,flu
2023-12-22,chills ugh feeling bad bruh meh text,flu
2023-11-01,just exhausted omg fever cough sore throat whatever whatever cough,flu
2023-12-19,lol 🔥 coffee time maybe omg maybe so 🔥 so study grind stressed but not sick,non-flu
2023-08-19,fever congestn just exhausted random random just exhausted omg idk omg,flu
2023-08-13,birthday party seriously lol maybe just travel just just travel,non-flu
2023-10-09,just fever random random tired af,flu
2023-02-22,mood swings text lol netflix binge meeting 💯 meeting,non-flu
2023-04-05,idk idk sleep deprived omg omg bruh just chilling,non-flu
2023-11-29,birthday text vacation text study grind stressed but not sick,non-flu
2023-05-12,just exhausted lol ugh feeling bad seriously body ache omg,flu
2023-09-13,whatever just exhausted nausea random,flu
2023-05-31,idk nothing nothing just birthday vacation nothing,non-flu
2023-01-07,so maybe just brunch study grind idk anymore idk seriously is this flu? bruh,non-flu
2023-09-22,just chilling maybe whatever vacation 💯,non-flu
2023-05-03,idk overthinking random so maybe chills tired af fever,flu
2023-06-03,seriously idk is this flu? whatever maybe nothing party omg lol tired,non-flu
2023-01-24,so random bruh idk sickkk headache maybe just exhausted,flu
2023-06-04,grind mode random workout text random,non-flu
2023-12-16,workout nothing random whatever lol tired nothing just nothing,non-flu
2023-03-05,idk workout bruh random random just 💯,non-flu
2023-12-31,idk overthinking bruh fatigue runny nose,flu
2023-07-01,omg omg just exhausted fever text,flu
2023-06-16,so stressed but not sick coffee time so seriously idk anymore text stressed but not sick just lol tired,non-flu
2023-09-29,random fever sore throat lol bruh 😷,flu
2023-08-04,seriously 😷 lol tired af text cough not sure if it's flu,flu
2023-11-29,maybe cough random nausea sneeezing whatever headache whatever,flu
2023-11-05,💯 whatever birthday whatever text so party,non-flu
2023-07-07,whatever sickkk random whatever cough so sneeezing lol,flu
2023-08-15,lol study grind text brunch birthday grind mode nothing idk vacation,non-flu
2023-07-29,seriously cough 😷 headache whatever,flu
2023-11-21,just seriously sore throat just random meh bruh nothing,flu
2023-02-14,cough bruh text headache so so so lol overthinking,flu
2023-06-15,random text just seriously coffee time vacation grind mode party is this flu?,non-flu
2023-02-13,sore throat not sure if it's flu so seriously seriously idk chills random,flu
2023-03-31,grind mode nothing just study grind nothing lol tired 🔥 text maybe,non-flu
2023-07-06,nausea so chills chills seriously allergies maybe? runny nose,flu
2023-06-07,so random meh body ache whatever text overthinking sickkk random whatever,flu
2023-11-19,just chilling is this flu? seriously idk idk anymore,non-flu
2023-12-20,whatever chills seriously overthinking sickkk runny nose,flu
2023-02-04,just exhausted text tired af 😷 random just,flu
2023-10-12,sickkk omg ugh feeling bad meh 😷 sneeezing whatever,flu
2023-05-08,lol meeting omg random grind mode,non-flu
2023-11-06,lol seriously 🔥 so brunch just so meeting,non-flu
2023-03-21,workout stressed but not sick lol just omg,non-flu
2023-04-15,meeting seriously text sleep deprived lol netflix binge random text whatever is this flu?,non-flu
2023-12-09,headache random ugh feeling bad bruh fever random fatigue 😷,flu
2023-03-25,idk grind mode just chilling lol tired random idk anymore mood swings nothing lol,non-flu
2023-06-21,nothing sleep deprived omg coffee time random birthday brunch nothing stressed but not sick,non-flu
2023-04-30,grind mode bruh whatever party workout maybe coffee time,non-flu
2023-10-31,seriously omg vacation travel nothing stressed but not sick stressed but not sick travel whatever,non-flu
2023-05-13,bruh random travel seriously idk nothing meeting seriously,non-flu
2023-09-25,is this flu? brunch whatever seriously whatever netflix binge seriously idk anymore,non-flu
2023-08-23,maybe lol idk coffee time so netflix binge,non-flu
2023-03-03,omg so so tired af runny nose omg ugh feeling bad bruh sneeezing,flu
2023-02-11,seriously grind mode random study grind so whatever,non-flu
2023-07-27,bruh idk just seriously bruh stressed but not sick random brunch,non-flu
2023-11-13,just omg vacation sleep deprived text party text,non-flu
2023-06-23,🔥 random birthday so omg lol idk anymore meeting,non-flu
2023-06-21,whatever whatever 🔥 bruh workout travel,non-flu
2023-08-19,party lol tired party lol 💯 so whatever is this flu?,non-flu
2023-02-15,whatever text overthinking meh so,flu
2023-08-08,seriously random text seriously brunch brunch vacation maybe omg 💯 meeting,non-flu
2023-05-24,sickkk random whatever runny nose random sore throat fatigue tired af,flu
2023-09-26,🔥 birthday nothing seriously coffee time stressed but not sick random omg so,non-flu
2023-11-14,bruh whatever so 💯 text random meeting,non-flu
2023-02-15,lol nothing text bruh netflix binge is this flu? just just,non-flu
2023-07-09,not sure if it's flu omg random sore throat text bruh sore throat nausea just chills idk,flu
2023-11-19,sneeezing so omg random chills,flu
2023-07-18,fever cough nothing meh bruh sore throat text text,flu
2023-02-13,nothing text idk idk anymore so text lol tired 🔥 whatever stressed but not sick,non-flu
2023-03-27,stressed but not sick whatever just brunch whatever lol tired,non-flu
2023-05-16,sleep deprived so random omg party seriously idk anymore idk,non-flu
2023-05-21,meeting so omg lol tired 💯 idk lol maybe bruh,non-flu
2023-02-26,maybe so seriously is this flu? grind mode,non-flu
2023-09-20,nothing maybe sneeezing tired af just seriously sneeezing fever,flu
2023-04-30,allergies maybe? nothing omg maybe lol congestn maybe sore throat maybe just exhausted,flu
2023-05-09,random chills fatigue whatever nothing lol idk idk,flu
2023-04-22,nothing 😷 nothing bruh chills body ache whatever whatever body ache nausea,flu
2023-09-01,lol fever just so text 😷 allergies maybe? whatever so meh meh,flu
2023-06-18,nothing sleep deprived maybe 🔥 maybe idk anymore maybe,non-flu
2023-11-15,text whatever study grind stressed but not sick,non-flu
2023-09-21,nothing omg omg grind mode netflix binge study grind seriously sleep deprived maybe workout lol,non-flu
2023-09-19,netflix binge whatever workout sleep deprived nothing,non-flu
2023-07-13,ugh feeling bad overthinking chills whatever nausea text lol sneeezing,flu
2023-10-26,maybe maybe idk omg vacation sleep deprived party lol,non-flu
2023-11-23,maybe stressed but not sick coffee time random seriously,non-flu
2023-10-14,maybe is this flu? brunch seriously,non-flu
2023-08-25,whatever workout brunch seriously mood swings so nothing party just study grind whatever,non-flu
2023-11-17,birthday study grind brunch seriously idk 🔥,non-flu
2023-09-11,party so so brunch maybe,non-flu
2023-01-08,text bruh not sure if it's flu body ache random sickkk text nothing sickkk,flu
2023-08-02,netflix binge 🔥 meeting idk anymore seriously bruh lol birthday so whatever,non-flu
2023-12-18,text omg birthday sleep deprived omg just idk seriously,non-flu
2023-05-06,coffee time so idk stressed but not sick,non-flu
2023-11-05,omg lol sneeezing not sure if it's flu fever allergies maybe?,flu
2023-05-22,brunch so coffee time lol coffee time seriously,non-flu
2023-05-23,body ache idk just so nausea sore throat so sickkk overthinking,flu
2023-05-07,party study grind just chilling just just chilling nothing whatever is this flu? so nothing,non-flu
2023-12-15,sleep deprived 🔥 stressed but not sick whatever text grind mode,non-flu
2023-07-05,maybe nothing travel text party meeting travel coffee time lol,non-flu
2023-09-12,text maybe travel travel lol text seriously,non-flu
2023-04-20,lol omg chills sneeezing sickkk,flu
2023-10-11,body ache body ache headache meh omg ugh feeling bad lol just maybe omg,flu
2023-04-21,meh overthinking bruh chills maybe just nothing overthinking bruh lol fatigue,flu
2023-04-26,so omg runny nose whatever seriously just exhausted,flu
2023-08-31,so omg not sure if it's flu 😷 whatever meh idk,flu
2023-06-03,workout seriously just 💯 random lol,non-flu
2023-02-06,so party sleep deprived meeting study grind lol tired just,non-flu
2023-07-16,idk 🔥 birthday whatever random lol just chilling bruh,non-flu
2023-08-10,brunch just 💯 omg 🔥 lol random grind mode stressed but not sick,non-flu
2023-10-14,lol meeting meeting bruh lol tired seriously seriously,non-flu
2023-01-02,random idk random mood swings bruh bruh coffee time idk,non-flu
2023-01-17,whatever meh just exhausted so maybe nothing fatigue,flu
2023-07-21,sneeezing sore throat so just not sure if it's flu seriously lol ugh feeling bad congestn nothing,flu
2023-02-26,grind mode random whatever travel,non-flu
2023-02-16,random lol tired random random maybe travel is this flu? omg,non-flu
2023-11-22,whatever idk meeting just bruh bruh seriously idk anymore,non-flu
2023-03-30,tired af overthinking cough omg maybe not sure if it's flu sneeezing idk,flu
2023-10-29,fatigue whatever omg bruh sore throat,flu
2023-01-20,just exhausted omg nothing maybe fatigue,flu
2023-01-21,maybe idk idk anymore netflix binge so grind mode text netflix binge omg,non-flu
2023-10-31,idk 💯 random stressed but not sick,non-flu
2023-04-21,allergies maybe? body ache random random congestn just exhausted tired af,flu
2023-06-01,sneeezing bruh sore throat not sure if it's flu idk just fever body ache just,flu
2023-06-19,sore throat bruh seriously omg sore throat sneeezing tired af ugh feeling bad seriously,flu
2023-09-15,stressed but not sick grind mode whatever grind mode lol,non-flu
2023-03-16,seriously grind mode whatever party brunch omg 🔥 study grind random text nothing,non-flu
2023-09-17,study grind meeting text nothing text 💯 grind mode,non-flu
2023-03-05,overthinking sickkk nothing so,flu
2023-01-02,nothing stressed but not sick stressed but not sick whatever idk anymore just bruh mood swings idk,non-flu
2023-04-20,so birthday brunch sleep deprived text maybe bruh whatever idk anymore sleep deprived just,non-flu
2023-07-05,random idk fever bruh omg so headache bruh,flu
2023-03-30,idk nothing brunch whatever netflix binge seriously just,non-flu
2023-05-06,idk nothing lol party lol tired idk anymore workout just chilling text,non-flu
2023-11-14,overthinking just exhausted maybe text bruh fever text meh sore throat,flu
2023-09-14,congestn allergies maybe? just text so just nausea random,flu
2023-01-06,nothing grind mode meeting brunch idk random study grind whatever,non-flu
2023-02-15,omg omg text lol cough ugh feeling bad idk,flu
2023-06-22,body ache omg random congestn lol,flu
2023-07-28,text 😷 congestn lol nothing sneeezing seriously random random,flu
2023-06-10,so whatever seriously lol tired vacation brunch birthday lol tired,non-flu
2023-07-06,cough whatever chills text omg text not sure if it's flu,flu
2023-07-19,bruh party coffee time 💯 🔥 workout nothing random,non-flu
2023-06-20,vacation brunch maybe so vacation just 🔥 so lol vacation,non-flu
2023-01-29,meh text just omg allergies maybe? maybe lol,flu
2023-05-19,sickkk so sore throat bruh so nausea omg,flu
2023-07-11,birthday vacation lol just just 🔥 text,non-flu
2023-03-27,omg idk travel 🔥 grind mode study grind just chilling,non-flu
2023-02-14,text omg is this flu? mood swings grind mode stressed but not sick,non-flu
2023-10-24,whatever maybe idk sleep deprived workout,non-flu
2023-10-26,ugh feeling bad seriously not sure if it's flu body ache bruh,flu
2023-06-22,study grind lol tired sleep deprived idk whatever random meeting whatever nothing nothing,non-flu
2023-07-19,sleep deprived bruh lol whatever vacation omg,non-flu
2023-01-15,maybe vacation maybe travel birthday,non-flu
2023-01-22,body ache 😷 just random idk omg overthinking,flu
2023-08-14,chills idk tired af so,flu
2023-03-03,meh idk meh text seriously just runny nose nothing,flu
2023-02-08,😷 random overthinking random just exhausted seriously text,flu
2023-02-09,just exhausted maybe lol sore throat,flu
2023-06-07,vacation maybe brunch idk meeting,non-flu
2023-12-15,nothing idk anymore birthday whatever stressed but not sick just is this flu? maybe vacation idk,non-flu
2023-11-05,just omg meh nausea idk just ugh feeling bad body ache just text,flu
2023-12-11,congestn lol just idk nausea not sure if it's flu whatever lol congestn,flu
2023-02-12,not sure if it's flu nausea omg text overthinking,flu
2023-10-31,whatever just exhausted cough just exhausted sore throat lol omg text,flu
2023-10-06,omg just lol tired maybe so maybe just coffee time,non-flu
2023-01-25,idk brunch birthday birthday lol nothing lol just chilling,non-flu
2023-11-15,idk text party 🔥 maybe,non-flu
2023-08-26,runny nose body ache cough overthinking maybe just,flu
2023-02-10,just chilling sleep deprived brunch whatever idk seriously study grind bruh study grind so text,non-flu
2023-10-19,is this flu? brunch party lol maybe workout so,non-flu
2023-08-28,😷 😷 sore throat so whatever fever,flu
2023-10-30,just exhausted headache seriously lol whatever meh bruh lol seriously chills tired af,flu
2023-01-28,idk travel just chilling grind mode party mood swings random,non-flu
2023-03-12,lol seriously meh allergies maybe? seriously just seriously fatigue,flu
2023-12-31,party lol 💯 omg whatever travel stressed but not sick 🔥 bruh,non-flu
2023-11-17,cough nausea body ache not sure if it's flu whatever text idk maybe,flu
2023-06-24,😷 chills bruh just exhausted bruh runny nose,flu
2023-07-04,lol nausea headache meh maybe idk lol maybe congestn fever idk,flu
2023-07-22,just sneeezing not sure if it's flu idk so nausea runny nose,flu
2023-04-20,whatever 💯 idk idk birthday party lol random,non-flu
2023-07-16,tired af fever bruh maybe seriously whatever nausea headache just exhausted seriously lol,flu
2023-07-23,nothing chills runny nose seriously so nothing not sure if it's flu idk not sure if it's flu,flu
2023-02-26,idk fatigue sore throat fever so cough,flu
2023-05-03,💯 coffee time whatever idk lol so brunch mood swings just seriously,non-flu
2023-02-21,text lol omg nothing coffee time random party nothing 💯,non-flu
2023-03-01,nothing meh sore throat sneeezing omg runny nose whatever body ache omg idk so,flu
2023-12-06,seriously travel maybe bruh maybe vacation random stressed but not sick,non-flu
2023-08-15,nausea congestn runny nose nothing text sore throat just exhausted omg maybe text,flu
2023-11-24,just 🔥 random party just,non-flu
2023-10-27,whatever stressed but not sick seriously workout birthday so seriously workout,non-flu
2023-01-21,bruh party travel grind mode 💯 just,non-flu
2023-11-27,stressed but not sick maybe so lol just chilling idk anymore,non-flu
2023-03-18,maybe ugh feeling bad maybe 😷 bruh bruh fatigue nothing chills lol sickkk,flu
2023-07-14,nausea idk seriously whatever body ache sore throat sneeezing,flu
2023-06-27,runny nose idk lol fatigue nothing overthinking overthinking lol so idk cough,flu
2023-07-12,meh sickkk text seriously,flu
2023-02-04,just exhausted sore throat 😷 idk body ache whatever text ugh feeling bad maybe,flu
2023-10-21,so ugh feeling bad idk just exhausted whatever overthinking,flu
2023-11-03,nothing lol seriously runny nose just exhausted just exhausted so,flu
2023-05-21,lol study grind so bruh random netflix binge,non-flu
2023-07-17,sneeezing random whatever maybe text overthinking meh,flu
2023-08-05,party whatever party 🔥 whatever,non-flu
2023-06-13,random just sore throat tired af just exhausted seriously sneeezing nothing omg,flu
2023-01-27,omg workout so bruh is this flu? vacation maybe so seriously,non-flu
2023-10-21,idk fever tired af lol idk nothing idk just exhausted omg fever,flu
2023-07-03,maybe chills just random tired af allergies maybe? 😷,flu
2023-10-16,lol idk lol vacation nothing 💯,non-flu
2023-03-28,seriously meeting whatever idk netflix binge nothing maybe bruh coffee time,non-flu
2023-11-04,chills sneeezing tired af sickkk text cough so,flu
2023-10-01,cough omg text 😷 omg headache fatigue,flu
2023-09-30,just chilling just chilling omg just chilling whatever sleep deprived nothing maybe,non-flu
2023-02-11,nothing nausea 😷 random whatever sore throat,flu
2023-01-08,whatever whatever 🔥 study grind coffee time,non-flu
2023-11-11,omg workout so maybe maybe so travel bruh sleep deprived,non-flu
2023-05-28,idk sleep deprived just chilling party just so nothing lol bruh meeting,non-flu
2023-05-16,idk lol meh sneeezing headache nausea,flu
2023-09-03,so random omg fever nausea bruh maybe headache whatever,flu
2023-06-23,lol tired nothing netflix binge text,non-flu
2023-11-08,maybe nothing tired af chills nothing nausea ugh feeling bad,flu
2023-08-05,birthday just bruh lol tired whatever maybe text,non-flu
2023-04-03,🔥 omg bruh 💯 whatever just chilling grind mode mood swings,non-flu
2023-07-21,is this flu? omg stressed but not sick study grind mood swings maybe idk idk idk,non-flu
2023-11-03,lol text just nothing seriously lol 😷 chills meh,flu
2023-03-22,just seriously allergies maybe? sore throat,flu
2023-06-18,overthinking sneeezing allergies maybe? so cough nothing,flu
2023-04-02,fever body ache nothing omg ugh feeling bad text whatever,flu
2023-11-26,chills allergies maybe? so lol random maybe fever tired af tired af so,flu
2023-05-12,overthinking headache whatever sore throat runny nose nothing just just exhausted nothing,flu
2023-06-13,idk anymore idk anymore so idk anymore maybe party random,non-flu
2023-07-26,netflix binge bruh workout nothing mood swings vacation,non-flu
2023-02-28,😷 meh ugh feeling bad fever so so,flu
2023-03-18,maybe 🔥 netflix binge so omg,non-flu
2023-03-06,whatever just chilling sleep deprived study grind whatever nothing lol whatever,non-flu
2023-05-19,bruh 💯 grind mode just whatever netflix binge maybe omg omg,non-flu
2023-08-27,stressed but not sick random maybe just text is this flu? sleep deprived maybe,non-flu
2023-03-09,just whatever so mood swings sleep deprived meeting bruh mood swings,non-flu
2023-05-04,headache just exhausted idk sickkk lol chills just exhausted,flu
2023-01-23,netflix binge nothing lol random idk anymore idk,non-flu
2023-01-27,just chilling lol tired omg birthday 💯 omg,non-flu
2023-04-11,lol ugh feeling bad random nothing sickkk nothing nothing fatigue sickkk lol,flu
2023-05-01,text travel 💯 text random text nothing,non-flu
2023-11-11,nothing lol meeting random lol grind mode vacation just bruh vacation,non-flu
2023-05-13,bruh nothing tired af just exhausted whatever just fatigue 😷 seriously 😷 seriously,flu
2023-12-14,just grind mode 💯 🔥 grind mode seriously seriously so mood swings text lol,non-flu
2023-01-14,maybe so netflix binge lol tired text sleep deprived omg so stressed but not sick,non-flu
2023-04-21,random just exhausted meh headache meh text so,flu
2023-09-16,so sneeezing congestn text seriously maybe,flu
2023-02-06,🔥 so maybe mood swings 💯 lol netflix binge birthday maybe,non-flu
2023-07-23,text seriously just chilling just chilling coffee time bruh,non-flu
2023-07-23,nothing congestn whatever 😷 allergies maybe? 😷 sneeezing,flu
2023-04-19,random omg netflix binge just netflix binge maybe idk whatever,non-flu
2023-05-30,allergies maybe? body ache omg seriously lol bruh fatigue sore throat chills,flu
2023-05-04,just fatigue bruh whatever nausea so,flu
2023-12-02,text overthinking omg so fatigue bruh,flu
2023-01-08,whatever maybe omg omg maybe sleep deprived meeting netflix binge just brunch netflix binge,non-flu
2023-09-07,sneeezing lol maybe nothing tired af omg not sure if it's flu text,flu
2023-02-27,netflix binge idk sleep deprived brunch random maybe maybe bruh text study grind,non-flu
2023-03-22,study grind grind mode omg seriously,non-flu
2023-11-21,whatever lol idk overthinking so fatigue bruh tired af bruh just exhausted chills,flu
2023-01-18,text lol tired mood swings whatever lol tired omg,non-flu
2023-04-10,meh bruh so whatever sneeezing nothing so cough bruh,flu
2023-10-28,seriously random chills ugh feeling bad,flu
2023-05-25,birthday seriously party random nothing nothing text omg lol tired meeting,non-flu
2023-01-08,omg headache maybe chills body ache text overthinking so just text,flu
2023-08-10,so overthinking chills whatever omg sore throat omg congestn,flu
2023-02-14,study grind idk vacation omg vacation study grind,non-flu
2023-12-16,lol bruh nothing tired af lol idk headache runny nose overthinking body ache,flu
2023-12-13,coffee time omg birthday bruh,non-flu
2023-11-12,is this flu? netflix binge lol tired omg mood swings whatever seriously so lol,non-flu
2023-05-05,lol omg study grind lol tired bruh is this flu? text,non-flu
2023-07-02,so sneeezing omg sneeezing seriously,flu
2023-05-26,lol runny nose seriously nothing text random allergies maybe?,flu
2023-02-12,coffee time omg travel idk seriously idk so grind mode,non-flu
2023-05-09,overthinking whatever text not sure if it's flu runny nose 😷 sneeezing,flu
2023-03-27,meh lol runny nose sore throat sneeezing just maybe bruh not sure if it's flu just,flu
2023-06-13,maybe just sneeezing random overthinking cough not sure if it's flu text maybe,flu
2023-01-25,overthinking nausea maybe 😷 seriously seriously maybe,flu
2023-03-15,runny nose maybe body ache whatever,flu
2023-01-02,nothing netflix binge coffee time text travel maybe omg so stressed but not sick,non-flu
2023-12-15,maybe nothing nothing maybe 💯 workout bruh omg,non-flu
2023-02-18,overthinking nothing runny nose text random fatigue nothing chills text nothing,flu
2023-11-01,cough congestn not sure if it's flu bruh sneeezing omg maybe nothing maybe just exhausted,flu
2023-11-12,nothing seriously travel coffee time lol tired omg omg,non-flu
2023-01-30,💯 party party so 💯 bruh random birthday,non-flu
2023-05-20,just chilling random grind mode netflix binge mood swings omg nothing so bruh,non-flu
2023-05-27,nothing so ugh feeling bad not sure if it's flu seriously sneeezing 😷 whatever maybe,flu
2023-01-05,text just chilling stressed but not sick 💯 omg omg vacation lol,non-flu
2023-07-21,workout meeting is this flu? nothing grind mode random lol idk nothing maybe is this flu?,non-flu
2023-09-13,ugh feeling bad lol lol runny nose congestn 😷 so,flu
2023-03-01,sleep deprived maybe 🔥 💯 idk idk bruh meeting mood swings,non-flu
2023-05-11,nausea sore throat maybe maybe congestn nothing body ache idk nausea,flu
2023-10-19,nothing just just is this flu? omg lol birthday 🔥,non-flu
2023-05-14,nothing runny nose text idk headache,flu
2023-06-02,omg just fever omg cough,flu
2023-09-24,just chilling text so grind mode brunch,non-flu
2023-10-28,fatigue nausea cough bruh lol,flu
2023-09-22,omg whatever random idk idk nothing sickkk tired af,flu
2023-04-30,sore throat tired af tired af idk just exhausted maybe bruh just congestn idk,flu
2023-01-14,text just exhausted not sure if it's flu fatigue whatever bruh,flu
2023-09-26,workout nothing coffee time study grind nothing party,non-flu
2023-12-09,fever fatigue lol just exhausted body ache idk,flu
2023-01-01,maybe 💯 vacation seriously omg,non-flu
2023-12-06,sickkk sickkk just fatigue nothing omg nothing just,flu
2023-01-05,study grind nothing seriously mood swings idk text mood swings just seriously grind mode,non-flu
2023-07-27,body ache overthinking idk lol text cough,flu
2023-11-23,sore throat congestn text random lol fatigue nothing maybe chills bruh,flu
2023-05-21,lol text bruh 😷 just sickkk seriously lol,flu
2023-01-15,maybe omg text sickkk allergies maybe? headache so,flu
2023-10-03,coffee time text maybe party 🔥 grind mode is this flu?,non-flu
2023-06-03,nothing omg mood swings lol so seriously party,non-flu
2023-08-07,lol tired just idk workout bruh vacation,non-flu
2023-08-14,so so study grind is this flu? study grind,non-flu
2023-11-13,idk anymore just meeting stressed but not sick random birthday so random coffee time,non-flu
2023-06-15,just grind mode party text birthday lol tired 🔥,non-flu
2023-03-10,workout 🔥 study grind random lol meeting,non-flu
2023-02-01,so chills chills cough allergies maybe? overthinking maybe,flu
2023-02-12,travel idk anymore nothing just text,non-flu
2023-11-02,overthinking so fatigue chills meh so nothing,flu
2023-11-01,so grind mode omg idk random so coffee time seriously,non-flu
2023-04-23,just chilling random mood swings bruh maybe just meeting party random omg,non-flu
2023-02-27,nothing omg maybe nothing not sure if it's flu just exhausted,flu
2023-02-19,seriously mood swings so text lol tired,non-flu
2023-10-11,fever so bruh random sneeezing,flu
2023-12-31,🔥 so vacation random,non-flu
2023-07-09,tired af text random overthinking ugh feeling bad idk seriously,flu
2023-05-19,text sickkk sickkk so not sure if it's flu overthinking just congestn,flu
2023-07-08,omg omg idk anymore idk anymore netflix binge maybe seriously,non-flu
2023-01-14,nothing grind mode idk study grind lol omg,non-flu
2023-09-26,nausea meh omg just idk congestn maybe whatever just runny nose sickkk,flu
2023-11-13,nothing nothing text netflix binge brunch stressed but not sick lol so brunch,non-flu
2023-09-19,travel bruh text 💯 bruh 💯 so netflix binge whatever,non-flu
2023-12-29,study grind lol tired random so so text,non-flu
2023-02-28,bruh idk meeting idk 💯 party nothing sleep deprived,non-flu
2023-08-16,congestn omg sickkk idk lol maybe cough sore throat congestn idk,flu
2023-02-08,nothing birthday whatever study grind grind mode lol seriously,non-flu
2023-12-29,seriously just birthday so mood swings text vacation maybe birthday nothing,non-flu
2023-03-07,vacation omg just 🔥 seriously maybe lol nothing,non-flu
2023-11-13,runny nose bruh runny nose 😷 😷 tired af just just,flu
2023-07-21,nausea just exhausted nothing overthinking lol omg,flu
2023-11-30,meeting 💯 idk stressed but not sick bruh,non-flu
2023-08-02,nothing runny nose meh just congestn chills random idk idk,flu
2023-05-18,omg tired af sickkk fever fatigue chills maybe,flu
2023-10-11,idk anymore whatever vacation seriously nothing maybe grind mode nothing whatever,non-flu
2023-11-16,lol tired idk anymore whatever idk just chilling meeting study grind,non-flu
2023-04-04,vacation seriously party so maybe nothing lol maybe,non-flu
2023-11-11,text whatever just is this flu? 💯 omg random,non-flu
2023-05-04,text just exhausted body ache maybe text maybe,flu
2023-07-23,idk anymore bruh brunch 🔥 whatever idk,non-flu
2023-05-22,sleep deprived lol random workout,non-flu
2023-06-21,💯 omg sleep deprived coffee time sleep deprived seriously,non-flu
2023-02-27,seriously overthinking congestn idk,flu
2023-12-27,whatever bruh maybe just chilling lol meeting,non-flu
2023-03-28,meh random idk just not sure if it's flu 😷 cough,flu
2023-01-14,random idk omg headache not sure if it's flu just exhausted whatever nothing body ache bruh,flu
2023-12-27,body ache lol so nothing runny nose text bruh nothing,flu
2023-06-12,coffee time whatever stressed but not sick so study grind sleep deprived mood swings so nothing random,non-flu
2023-02-21,mood swings workout study grind idk workout omg,non-flu
2023-04-25,just mood swings so maybe so study grind meeting mood swings maybe,non-flu
2023-03-11,random nausea lol body ache chills chills 😷,flu
